Gene1,Gene2,PartialCor,Condition
LMOD3,LOC100130229,0.13308,LPS-2h
LOC100128086,SLAMF7,-0.13352,LPS-2h
LOC100128086,TBC1D15,0.06224,LPS-2h
LOC100128098,LOC100129211,0.41288,LPS-2h
LOC100128098,LYZ,0.06729,LPS-2h
LOC100128126,LOC729090,-0.09383,LPS-2h
LOC100128126,PHAX,0.28392,LPS-2h
LOC100128288,LOC100129211,0.12026,LPS-2h
LOC100128288,LOC100129269,0.29467,LPS-2h
LOC100128460,LOC100129211,0.07846,LPS-2h
LOC100128460,LOC100131452,0.18168,LPS-2h
LOC100128460,LOC644642,0.21686,LPS-2h
LOC100129211,LOC100129269,0.16659,LPS-2h
LOC100129211,LOC100132585,0.39897,LPS-2h
LOC100129269,LOC100130835,0.25484,LPS-2h
LOC100130053,LOC100131452,0.12941,LPS-2h
LOC100130053,LOC100132727,0.29554,LPS-2h
LOC100130229,LOC644852,0.17271,LPS-2h
LOC100130229,NBPF8,-0.0922,LPS-2h
LOC100130229,SORL1,0.09468,LPS-2h
LOC100130276,LOC100131452,0.17062,LPS-2h
LOC100130276,LOC100132585,0.13098,LPS-2h
LOC100130276,LOC440157,0.08764,LPS-2h
LOC100130835,LOC100131850,0.03943,LPS-2h
LOC100130835,LOC100132391,0.19312,LPS-2h
LOC100130835,LOC100132727,-0.11585,LPS-2h
LOC100130835,LOC728054,0.1567,LPS-2h
LOC100130835,LRRFIP1,0.16062,LPS-2h
LOC100131452,MBOAT2,0.24928,LPS-2h
LOC100131850,PACRGL,0.22753,LPS-2h
LOC100131850,SNORD3C,0.06218,LPS-2h
LOC100132391,LOC100132540,-0.09932,LPS-2h
LOC100132391,LOC100132585,0.28261,LPS-2h
LOC100132391,LOC100190938,0.21954,LPS-2h
LOC100132391,LOC440157,-0.11899,LPS-2h
LOC100132540,LOC100132620,0.1302,LPS-2h
LOC100132540,SLC30A6,0.20643,LPS-2h
LOC100132540,TPM3,0.18589,LPS-2h
LOC100132585,LOC100132727,0.13282,LPS-2h
LOC100132585,LOC100134868,0.16347,LPS-2h
LOC100132585,LOC123688,0.08722,LPS-2h
LOC100132585,LOC728903,0.35516,LPS-2h
LOC100132620,LOC100190938,-0.00375,LPS-2h
LOC100132620,SNRNP48,0.33846,LPS-2h
LOC100132727,LOC100134868,0.044,LPS-2h
LOC100132727,LOC202781,0.08589,LPS-2h
LOC100132870,ZC3HAV1L,0.14537,LPS-2h
LOC100134229,MRP63,-0.12574,LPS-2h
LOC100134229,TAF11,-0.13282,LPS-2h
LOC100134868,LOC202781,0.28896,LPS-2h
LOC100190938,LOC255167,0.46367,LPS-2h
LOC123688,LOC641522,-0.05124,LPS-2h
LOC123688,LOC644852,0.20313,LPS-2h
LOC123688,PION,-0.11693,LPS-2h
LOC123688,TTC21B,0.1251,LPS-2h
LOC202781,LOC255167,0.23617,LPS-2h
LOC255167,LOC399900,0.1298,LPS-2h
LOC255167,LOC641522,0.06435,LPS-2h
LOC255167,LOC642947,0.20364,LPS-2h
LOC284821,LOC641522,0.06975,LPS-2h
LOC284821,SLC35E3,-0.16542,LPS-2h
LOC284821,USP49,-0.14796,LPS-2h
LOC399900,LOC441087,0.22858,LPS-2h
LOC399900,LOC641522,-0.06214,LPS-2h
LOC399900,LOC643509,0.23179,LPS-2h
LOC399900,LRAP,0.33978,LPS-2h
LOC401357,LOC643509,0.08248,LPS-2h
LOC401357,LOC728457,0.46691,LPS-2h
LOC401357,SGK3,-0.09968,LPS-2h
LOC440157,LOC642947,0.09572,LPS-2h
LOC440157,LOC646996,0.09679,LPS-2h
LOC440157,LOC729090,-0.1251,LPS-2h
LOC440157,MBOAT2,0.14209,LPS-2h
LOC440157,PCDHB9,0.17124,LPS-2h
LOC440157,PHRF1,0.15054,LPS-2h
LOC440157,TLK1,0.14547,LPS-2h
LOC441087,LOC728903,0.06678,LPS-2h
LOC441087,LRRFIP1,0.2095,LPS-2h
LOC641522,LOC644019,0.18501,LPS-2h
LOC641522,LOC728105,-0.08058,LPS-2h
LOC641522,PPID,0.15152,LPS-2h
LOC641522,TNFRSF10B,0.15593,LPS-2h
LOC641522,TTC21B,-0.0905,LPS-2h
LOC642947,LOC643509,0.08727,LPS-2h
LOC642947,LOC643882,0.08188,LPS-2h
LOC642947,LOC729603,0.22162,LPS-2h
LOC643509,LOC645895,0.51744,LPS-2h
LOC643882,LOC644642,0.18209,LPS-2h
LOC643882,LOC644852,0.06648,LPS-2h
LOC644019,LOC645895,-0.07589,LPS-2h
LOC644019,MCF2L2,0.33037,LPS-2h
LOC644019,MCM8,0.05116,LPS-2h
LOC644019,TTC21B,0.2246,LPS-2h
LOC644642,LRRFIP1,-0.13616,LPS-2h
LOC644642,MEFV,0.13014,LPS-2h
LOC644642,NCAPD2,0.08368,LPS-2h
LOC644642,PTPLAD2,0.22051,LPS-2h
LOC644642,RASSF6,0.24387,LPS-2h
LOC644642,SPC24,0.15281,LPS-2h
LOC644852,LOC646996,0.10375,LPS-2h
LOC644852,LOC728105,0.0991,LPS-2h
LOC644852,RHBDL2,0.38606,LPS-2h
LOC645895,LOC646996,0.13073,LPS-2h
LOC645895,LOC728054,-0.08022,LPS-2h
LOC645895,LOC729090,0.26332,LPS-2h
LOC645895,LOC729439,0.07403,LPS-2h
LOC646897,LOC728105,0.16474,LPS-2h
LOC646996,LOC653086,0.15093,LPS-2h
LOC653086,LOC728105,0.11012,LPS-2h
LOC653086,LOC728903,0.17407,LPS-2h
LOC653086,LOC90586,0.35688,LPS-2h
LOC653086,LRAP,-0.08667,LPS-2h
LOC653086,LRRFIP1,-0.21567,LPS-2h
LOC653086,LYZ,0.07126,LPS-2h
LOC727773,LOC93349,0.14487,LPS-2h
LOC727773,MCF2L2,0.22461,LPS-2h
LOC728054,MCF2L2,0.11974,LPS-2h
LOC728054,RRP7B,-0.13865,LPS-2h
LOC728105,LOC728903,0.06373,LPS-2h
LOC728105,LOC731789,0.10669,LPS-2h
LOC728457,LOC729603,0.10738,LPS-2h
LOC728457,NBPF8,0.07003,LPS-2h
LOC728457,NLRP3,0.0927,LPS-2h
LOC728457,NOD1,0.12405,LPS-2h
LOC728457,PION,0.25954,LPS-2h
LOC728457,PLEKHB2,-0.06999,LPS-2h
LOC728457,TNK2,0.28004,LPS-2h
LOC728903,LOC730313,0.15128,LPS-2h
LOC728903,LRRFIP1,0.13607,LPS-2h
LOC728903,MSH3,-0.05735,LPS-2h
LOC729090,LOC729439,0.09738,LPS-2h
LOC729090,LOC730313,0.35505,LPS-2h
LOC729439,MBOAT2,-0.13366,LPS-2h
LOC729439,MGC16703,0.22236,LPS-2h
LOC729439,MSH3,0.37305,LPS-2h
LOC729439,PRPF8,0.09612,LPS-2h
LOC729603,OCIAD1,0.24003,LPS-2h
LOC729603,RRP7B,-0.05066,LPS-2h
LOC729603,TBC1D9,-0.12318,LPS-2h
LOC730313,LOC90586,0.40564,LPS-2h
LOC730313,LRAP,0.22987,LPS-2h
LOC731789,LOC90586,0.05877,LPS-2h
LOC731789,MGC12760,0.24063,LPS-2h
LOC731789,PCDHB9,0.21287,LPS-2h
LOC731789,SMCR5,0.17964,LPS-2h
LOC90586,MBD4,0.25877,LPS-2h
LOC93349,TMEM128,0.14981,LPS-2h
LRAP,LRRFIP1,0.04185,LPS-2h
LRAP,ZMAT3,0.54786,LPS-2h
LRRFIP1,MAFF,0.24104,LPS-2h
LRRFIP1,MBD4,0.07264,LPS-2h
LRRFIP1,TP53BP2,0.06039,LPS-2h
LYRM7,MAFF,0.23185,LPS-2h
LYRM7,NDUFV3,0.17242,LPS-2h
LYRM7,NOD1,-0.14384,LPS-2h
LYZ,MAFF,-0.03654,LPS-2h
LYZ,MBOAT2,-0.06618,LPS-2h
LYZ,MINK1,-0.07349,LPS-2h
LYZ,NDUFV3,0.11646,LPS-2h
LYZ,SNRNP48,-0.18084,LPS-2h
LYZ,TBCCD1,-0.09354,LPS-2h
LYZ,TPM3,-0.10091,LPS-2h
MAFF,NDUFV3,-0.1926,LPS-2h
MAFF,PHAX,0.12301,LPS-2h
MAFF,RELB,0.06701,LPS-2h
MAFF,STAG3L3,-0.16226,LPS-2h
MAFF,TLK1,0.2102,LPS-2h
MBD4,MBOAT2,0.15695,LPS-2h
MBD4,MBTD1,0.14847,LPS-2h
MBD4,MCF2L2,-0.01748,LPS-2h
MBD4,MFSD11,0.29192,LPS-2h
MBD4,STAG3L3,0.13653,LPS-2h
MBOAT2,MGC12760,0.10469,LPS-2h
MBTD1,PHAX,0.17754,LPS-2h
MBTD1,PION,-0.10065,LPS-2h
MCF2L2,MEFV,0.00012,LPS-2h
MCF2L2,NDUFC2,0.22339,LPS-2h
MCF2L2,RELB,0.07002,LPS-2h
MCM8,MGC16703,0.103,LPS-2h
MCM8,NBPF8,0.10226,LPS-2h
MCM8,PDE4C,0.54521,LPS-2h
MCM8,TLK1,-0.10321,LPS-2h
MEFV,NDUFC2,0.10432,LPS-2h
MEFV,TRIM56,0.1472,LPS-2h
MEFV,YEATS4,0.12088,LPS-2h
MFSD11,MTMR12,-0.04278,LPS-2h
MFSD11,SLC35E3,0.17775,LPS-2h
MGC12760,WDR74,0.26854,LPS-2h
MGC16703,MSH3,0.12504,LPS-2h
MGC16703,PDCD7,0.28637,LPS-2h
MINK1,ZNF786,-0.19778,LPS-2h
MSH3,PDCD7,0.18116,LPS-2h
MSH3,RN7SL1,0.29461,LPS-2h
MT1G,OCIAD1,0.07744,LPS-2h
MT1G,PGA3,0.19759,LPS-2h
MT1G,RAG1AP1,-0.11467,LPS-2h
MT1G,SGK3,-0.13871,LPS-2h
MT1G,SLAMF7,-0.15896,LPS-2h
MT1G,TMBIM4,0.19776,LPS-2h
MT1G,ZNF701,0.19618,LPS-2h
MT1G,ZNF777,-0.15583,LPS-2h
MTMR12,PHAX,-0.11032,LPS-2h
MTMR12,SPC24,-0.19934,LPS-2h
MTPAP,SNRNP48,0.13257,LPS-2h
MTPAP,UTP20,0.16297,LPS-2h
NBPF8,OCIAD1,0.08249,LPS-2h
NBPF8,PCDHB9,0.11764,LPS-2h
NBPF8,PION,0.09147,LPS-2h
NBPF8,PTPLAD2,0.19443,LPS-2h
NBPF8,SORL1,-0.10904,LPS-2h
NCAPD2,NLRP3,0.23719,LPS-2h
NCAPD2,SMAP1,0.21525,LPS-2h
NCAPD2,SNX15,0.09778,LPS-2h
NCAPD2,SRGAP1,-0.12308,LPS-2h
NCAPD2,TPM4,0.098,LPS-2h
NDUFC2,NDUFV3,0.09451,LPS-2h
NDUFV3,OCIAD1,-0.12778,LPS-2h
NDUFV3,PCDHB9,0.0913,LPS-2h
NDUFV3,PDE4C,0.06227,LPS-2h
NDUFV3,PLEKHB2,-0.12452,LPS-2h
NDUFV3,PRIM2,0.18151,LPS-2h
NFIL3,NLRP3,0.15004,LPS-2h
NFIL3,TBC1D15,0.07825,LPS-2h
NLRP3,NOD1,-0.20183,LPS-2h
NLRP3,POLR3A,-0.12751,LPS-2h
NOD1,PHF1,0.17227,LPS-2h
NOD1,PHRF1,0.1422,LPS-2h
NOD1,SMCR5,0.13136,LPS-2h
NOD1,TNK2,0.20082,LPS-2h
NUP107,PION,0.21964,LPS-2h
NUP107,PRIM2,-0.07605,LPS-2h
NUP107,SMC4,0.06887,LPS-2h
NUP107,TPM4,-0.09005,LPS-2h
NUP107,UBE2E2,0.09334,LPS-2h
OCIAD1,PCDHB9,0.13409,LPS-2h
OCIAD1,PDCD7,-6e-05,LPS-2h
OCIAD1,PDE4C,0.15154,LPS-2h
OCIAD1,SORL1,0.07685,LPS-2h
OSCAR,RELB,0.1274,LPS-2h
OSCAR,SORL1,0.08975,LPS-2h
OSCAR,ZYX,0.15266,LPS-2h
PACRGL,PRPF8,-0.10245,LPS-2h
PACRGL,SNORD3D,0.05332,LPS-2h
PCDHB9,PGA3,-0.09113,LPS-2h
PCDHB9,PHAX,0.07686,LPS-2h
PCDHB9,PLA2G2D,0.27246,LPS-2h
PCDHB9,RN7SL1,-0.07053,LPS-2h
PCDHB9,SLAMF6,-0.06441,LPS-2h
PCDHB9,SMCR5,0.1722,LPS-2h
PCYOX1,PLEKHB2,0.19861,LPS-2h
PCYOX1,SLAMF7,-0.16156,LPS-2h
PCYOX1,TBC1D15,0.15611,LPS-2h
PDCD7,PLEKHB2,0.07828,LPS-2h
PDCD7,RN7SL1,0.17419,LPS-2h
PDCD7,RRP7B,0.16322,LPS-2h
PDE4C,PION,0.11794,LPS-2h
PDE4C,PIP5K2B,0.04432,LPS-2h
PGA3,SNX17,0.107,LPS-2h
PGA3,SPINT3,0.13847,LPS-2h
PHAX,RASSF6,0.20736,LPS-2h
PHAX,RRP7B,-0.06638,LPS-2h
PHAX,TNFSF15,0.21101,LPS-2h
PHF1,PRPF8,0.10716,LPS-2h
PHF1,RELB,0.18847,LPS-2h
PHF1,SLC3A2,0.13715,LPS-2h
PHF1,SMC4,0.13866,LPS-2h
PHF1,SRGAP1,-0.16969,LPS-2h
PHF1,UBE2E2,-0.11117,LPS-2h
PHLDB3,TAF11,-0.1072,LPS-2h
PHLDB3,ZNF777,0.15405,LPS-2h
PHRF1,PRPF8,0.12983,LPS-2h
PHRF1,SLC3A2,0.12075,LPS-2h
PHRF1,TBC1D15,-0.09944,LPS-2h
PHRF1,VHL,0.13943,LPS-2h
PHRF1,ZNF777,0.08346,LPS-2h
PION,PNPT1,0.11036,LPS-2h
PION,PRO1853,-0.09729,LPS-2h
PION,SMC4,0.13993,LPS-2h
PION,SPC24,-0.15023,LPS-2h
PION,TBC1D9,0.1499,LPS-2h
PIP5K2B,PLA2G2D,0.2198,LPS-2h
PIP5K2B,PLIN5,0.29585,LPS-2h
PIP5K2B,PPA2,0.2875,LPS-2h
PLA2G2D,PLXNA4,0.08903,LPS-2h
PLEKHB2,PLIN5,0.14314,LPS-2h
PLEKHB2,PPA2,-0.10144,LPS-2h
PLEKHB2,QRFPR,0.2214,LPS-2h
PLEKHB2,SLC47A1,0.09196,LPS-2h
PLXNA4,PNPT1,0.10709,LPS-2h
PNPT1,POFUT1,0.12572,LPS-2h
PNPT1,PPA2,0.28844,LPS-2h
POFUT1,POLR3A,0.03375,LPS-2h
POFUT1,PPA2,0.18336,LPS-2h
POFUT1,PPM1K,0.18375,LPS-2h
POFUT1,QRFPR,0.15074,LPS-2h
POLR3A,RINL,0.14724,LPS-2h
PPA2,PTPLAD2,0.22223,LPS-2h
PPA2,RN7SL1,0.05712,LPS-2h
PPA2,STAG3L3,0.21623,LPS-2h
PPFIBP1,PPID,0.197,LPS-2h
PPFIBP1,TMEM159,0.24134,LPS-2h
PPID,PPIL3,0.114,LPS-2h
PPID,PRIM2,0.10699,LPS-2h
PPID,SLC35E3,-0.0909,LPS-2h
PPIL3,TAF11,0.19154,LPS-2h
PPIL3,TPM3,0.22466,LPS-2h
PPM1K,PRO1853,0.23909,LPS-2h
PPM1K,QRFPR,0.11155,LPS-2h
PRIM2,PTPLAD2,0.11512,LPS-2h
PRIM2,QRFPR,0.0343,LPS-2h
PRIM2,RAB3IP,-0.07407,LPS-2h
PRIM2,SC4MOL,0.08386,LPS-2h
PRIM2,SLC30A6,0.11218,LPS-2h
PRIM2,SNHG10,0.28596,LPS-2h
PRIM2,ZNF266,0.38418,LPS-2h
PRO1853,PTPLAD2,0.08883,LPS-2h
PRO1853,RHBDL2,0.29662,LPS-2h
PRPF8,SLC35E3,0.08821,LPS-2h
PRPF8,THRA,0.15547,LPS-2h
PRPF8,TPM4,-0.16583,LPS-2h
PTPLAD2,RHBDL2,0.14101,LPS-2h
PTPLAD2,SEMA3E,-0.11478,LPS-2h
PTPLAD2,SLC4A5,0.1,LPS-2h
PTPLAD2,STAG3L3,-0.16882,LPS-2h
PTPLAD2,VPS41,0.32521,LPS-2h
QRFPR,RAB27A,0.0403,LPS-2h
QRFPR,RHBDL2,0.12104,LPS-2h
QRFPR,RSU1,0.02947,LPS-2h
QRFPR,SEMA3E,0.04813,LPS-2h
QRFPR,SLC4A5,-0.05981,LPS-2h
QRFPR,ZNF69,0.43226,LPS-2h
RAB27A,SEMA3E,0.12543,LPS-2h
RAB27A,TBC1D15,0.12527,LPS-2h
RAB27A,ZYX,0.13896,LPS-2h
RAB3IP,ZYX,-0.12986,LPS-2h
RAG1AP1,SEMA3E,0.09438,LPS-2h
RASSF6,ZNF131,-0.1841,LPS-2h
RELB,SGK3,-0.13468,LPS-2h
RELB,TMBIM4,-0.17581,LPS-2h
RELB,YRDC,-0.10719,LPS-2h
RELB,ZHX2,0.18833,LPS-2h
RELB,ZNF131,-0.13095,LPS-2h
RELB,ZNF845,0.20153,LPS-2h
RHBDL2,RPL7L1,0.09931,LPS-2h
RHBDL2,SMCR5,0.25039,LPS-2h
RINL,SC4MOL,-0.13545,LPS-2h
RN7SL1,RPL7L1,0.1457,LPS-2h
RN7SL1,RRP7B,0.14811,LPS-2h
RPL7L1,SLC4A5,0.19453,LPS-2h
RPL7L1,ZNF652,0.16037,LPS-2h
RRP7B,SC4MOL,-0.08646,LPS-2h
RRP7B,VHL,0.12039,LPS-2h
RSU1,TAF11,0.14019,LPS-2h
RSU1,TMEM159,-0.10015,LPS-2h
SEMA3E,SNHG10,0.07179,LPS-2h
SEMA3E,SNORD114-7,-0.072,LPS-2h
SEMA3E,TDRD1,0.26595,LPS-2h
SEMA3E,TNFSF15,0.32294,LPS-2h
SEMA3E,USP49,-0.08781,LPS-2h
SEMA3E,XRCC2,0.27105,LPS-2h
SGK3,SLC35E3,0.11002,LPS-2h
SGK3,TAF13,0.23619,LPS-2h
SGK3,TNFSF14,0.11237,LPS-2h
SGK3,TPM4,0.18357,LPS-2h
SGK3,UBE2E2,0.15181,LPS-2h
SLAMF6,TBC1D15,0.11953,LPS-2h
SLAMF7,SORL1,-0.1687,LPS-2h
SLAMF7,SPC24,0.15064,LPS-2h
SLAMF7,TBC1D9,0.09253,LPS-2h
SLAMF7,TNFRSF10B,-0.10466,LPS-2h
SLAMF7,ZNF131,0.12993,LPS-2h
SLAMF7,ZYX,-0.16678,LPS-2h
SLC30A6,SNX15,0.23356,LPS-2h
SLC30A6,TBCCD1,0.22933,LPS-2h
SLC35E3,SNX17,-0.07935,LPS-2h
SLC35E3,TBC1D15,0.26802,LPS-2h
SLC35E3,TBC1D9,0.15391,LPS-2h
SLC3A2,SNX17,0.07978,LPS-2h
SLC3A2,SORL1,0.07234,LPS-2h
SLC3A2,TMBIM4,0.10976,LPS-2h
SLC3A2,WNT5A,0.20392,LPS-2h
SLC47A1,YRDC,-0.11901,LPS-2h
SLC4A5,SMCR5,0.22162,LPS-2h
SLC4A5,SPC24,4e-05,LPS-2h
SLC4A5,TLK1,-0.10776,LPS-2h
SLC4A5,TNFSF14,0.00027,LPS-2h
SMAP1,STK24,0.17195,LPS-2h
SMAP1,TNFSF14,-0.14383,LPS-2h
SMC4,SNX17,-0.08084,LPS-2h
SMC4,TBC1D15,0.23523,LPS-2h
SMC4,TLK1,0.12478,LPS-2h
SMCR5,SPINT3,0.14978,LPS-2h
SMCR5,TLK1,0.12839,LPS-2h
SMCR5,ZNF669,0.1862,LPS-2h
SNHG10,SNORD3D,0.03091,LPS-2h
SNHG10,SNRNP48,0.20282,LPS-2h
SNHG10,STAG3L3,-0.14115,LPS-2h
SNHG10,TMEM159,0.09756,LPS-2h
SNHG10,TP53BP2,0.16915,LPS-2h
SNORD114-7,ZNF131,0.22116,LPS-2h
SNORD3A,SNORD3C,0.75541,LPS-2h
SNORD3A,SNORD3D,0.59771,LPS-2h
SNORD3C,SPTLC1,-0.15253,LPS-2h
SNORD3C,STK24,-0.05426,LPS-2h
SNORD3C,TAF13,0.05615,LPS-2h
SNORD3D,SPTLC1,0.17441,LPS-2h
SNRNP48,SPTLC1,-0.04175,LPS-2h
SNRNP48,TPM3,0.0571,LPS-2h
SNRNP48,TRIM34,0.26751,LPS-2h
SNRNP48,ZNF266,0.3017,LPS-2h
SNX15,VHL,-0.13959,LPS-2h
SNX17,SPC24,-0.14324,LPS-2h
SNX17,TAF13,-0.10406,LPS-2h
SNX17,TBC1D9,-0.09242,LPS-2h
SNX17,TIPRL,-0.14908,LPS-2h
SNX17,TPM4,-0.17755,LPS-2h
SNX17,UBE2E2,0.26591,LPS-2h
SNX17,ZYX,0.22412,LPS-2h
SORL1,SPINK1,-0.11191,LPS-2h
SORL1,UBE2E2,-0.15506,LPS-2h
SORL1,WNT5A,0.17733,LPS-2h
SORL1,YEATS4,-0.10227,LPS-2h
SPC24,TNFRSF10B,0.13892,LPS-2h
SPINT3,THRA,-0.15447,LPS-2h
SPTLC1,TDRD1,0.15582,LPS-2h
SPTLC1,TMEM106A,0.11404,LPS-2h
SPTLC1,TMEM17,0.16726,LPS-2h
SPTLC1,USP49,0.59605,LPS-2h
STAG3L3,TNK2,0.18724,LPS-2h
STAG3L3,VHL,0.07663,LPS-2h
STAG3L3,ZNF786,0.14307,LPS-2h
STK24,TBC1D15,0.14487,LPS-2h
STK24,TMBIM4,0.12831,LPS-2h
SULT1A1,ZNF786,0.3387,LPS-2h
TAF11,ZNF777,-0.15316,LPS-2h
TAF13,TPM3,0.10341,LPS-2h
TAF13,TPM4,0.3405,LPS-2h
TBC1D15,TBCCD1,-0.08253,LPS-2h
TBC1D15,TMBIM4,0.14845,LPS-2h
TBC1D15,ZNF701,0.17678,LPS-2h
TBC1D15,ZNF777,-0.18375,LPS-2h
TBC1D9,TNFSF14,-0.15442,LPS-2h
TBC1D9,USP49,0.15261,LPS-2h
TBC1D9,YEATS4,0.07375,LPS-2h
TBCCD1,TMEM159,0.23752,LPS-2h
TIPRL,ZNF557,0.14089,LPS-2h
TLK1,TMEM106A,-0.11056,LPS-2h
TLK1,YEATS4,0.18029,LPS-2h
TMEM106A,TRIM56,0.19427,LPS-2h
TMEM106A,UBE2E2,-0.16551,LPS-2h
TMEM106A,YEATS4,-0.18477,LPS-2h
TMEM106A,YRDC,0.21344,LPS-2h
TMEM128,TMEM159,0.07329,LPS-2h
TMEM159,TMEM17,-0.17486,LPS-2h
TMEM159,TNFSF14,0.10438,LPS-2h
TMEM159,TPM4,-0.21028,LPS-2h
TMEM159,TRIM16L,0.09022,LPS-2h
TMEM159,USP49,0.08632,LPS-2h
TMEM17,TNFRSF10B,-0.14447,LPS-2h
TMEM17,XRCC2,0.34427,LPS-2h
TNFRSF10B,VPS41,0.14964,LPS-2h
TNFSF14,VHL,0.21035,LPS-2h
TNFSF14,VPS41,0.02851,LPS-2h
TNFSF14,ZNF738,0.27264,LPS-2h
TNFSF15,TP53BP2,-0.07394,LPS-2h
TNFSF15,ZNF738,-0.07662,LPS-2h
TNK2,TRIM56,0.10288,LPS-2h
TNK2,ZNF430,0.12387,LPS-2h
TNK2,ZYX,0.06815,LPS-2h
TP53BP2,TRIM16L,0.26403,LPS-2h
TP53BP2,YEATS4,0.09069,LPS-2h
TPM3,TRIM16L,0.30023,LPS-2h
TPM4,VHL,0.09604,LPS-2h
TPM4,ZYX,0.1249,LPS-2h
TRIM16L,TRIM34,0.06433,LPS-2h
TRIM16L,XRCC2,-0.10591,LPS-2h
TRIM16L,ZNF266,0.43018,LPS-2h
TRIM34,YRDC,-0.08119,LPS-2h
TTC21B,USP49,-0.07593,LPS-2h
TTC21B,ZNF43,0.1353,LPS-2h
TTC21B,ZNF763,-0.18939,LPS-2h
UBE2E2,USP49,-0.01863,LPS-2h
UBE2E2,UTP20,0.14919,LPS-2h
USP49,VPS41,0.07917,LPS-2h
USP49,WDR74,0.13096,LPS-2h
USP49,ZNF738,0.27083,LPS-2h
VPS41,WDR74,0.07849,LPS-2h
VPS41,XRCC2,0.14494,LPS-2h
VPS41,ZMAT3,-0.08417,LPS-2h
VPS41,ZNF430,0.13034,LPS-2h
WDR74,ZNF557,0.15633,LPS-2h
XRCC2,YRDC,0.04825,LPS-2h
XRCC2,ZNF14,0.16985,LPS-2h
XRCC2,ZNF266,0.12143,LPS-2h
XRCC2,ZNF483,0.21617,LPS-2h
YEATS4,ZNF131,0.12688,LPS-2h
YRDC,ZNF14,0.16886,LPS-2h
ZC3HAV1L,ZNF557,0.09368,LPS-2h
ZMAT3,ZNF394,0.3617,LPS-2h
ZMAT3,ZNF430,-0.09811,LPS-2h
ZMAT3,ZNF557,-0.15823,LPS-2h
ZNF14,ZNF394,0.20656,LPS-2h
ZNF14,ZNF557,0.17947,LPS-2h
ZNF266,ZNF394,-0.05516,LPS-2h
ZNF394,ZNF430,0.2109,LPS-2h
ZNF394,ZNF69,0.19922,LPS-2h
ZNF394,ZNF786,-0.10282,LPS-2h
ZNF430,ZNF652,0.09797,LPS-2h
ZNF430,ZNF738,0.15787,LPS-2h
ZNF430,ZNF786,0.09139,LPS-2h
ZNF483,ZNF557,0.0788,LPS-2h
ZNF483,ZNF669,0.15108,LPS-2h
ZNF483,ZNF69,0.17128,LPS-2h
ZNF557,ZNF682,0.29601,LPS-2h
ZNF652,ZNF682,0.25942,LPS-2h
ZNF652,ZNF845,0.1253,LPS-2h
ZNF669,ZNF786,0.17571,LPS-2h
ZNF682,ZNF69,0.25594,LPS-2h
ZNF69,ZNF738,0.0885,LPS-2h
ZNF701,ZNF845,0.24085,LPS-2h
ZNF763,ZNF845,0.17121,LPS-2h
ZNF777,ZNF845,0.11368,LPS-2h
ABCF2,APOBEC3D,-0.09814,LPS-24h
ABCF2,BFAR,0.22041,LPS-24h
ABCF2,C12orf43,0.14239,LPS-24h
ABCF2,POLR3A,0.18713,LPS-24h
ABCF2,SNX17,0.19136,LPS-24h
ABCF2,TLK1,0.11168,LPS-24h
ABCF2,ZHX2,-0.22164,LPS-24h
ABCF2,ZYX,0.10827,LPS-24h
ACBD5,AKR1D1,0.06902,LPS-24h
ACBD5,APOBEC3D,-0.08931,LPS-24h
ACBD5,LOC646897,-0.11469,LPS-24h
ACBD5,LOC729090,0.06528,LPS-24h
ACBD5,MCF2L2,0.15735,LPS-24h
ACBD5,MRP63,-0.0556,LPS-24h
ACBD5,NBPF8,0.08072,LPS-24h
ACBD5,POFUT1,-0.16941,LPS-24h
ACBD5,STK24,-0.09528,LPS-24h
ACBD5,TBCCD1,0.20874,LPS-24h
ACBD5,TRIM34,0.19952,LPS-24h
ACBD5,ZMAT3,-0.04402,LPS-24h
ACBD5,ZNF765,0.13938,LPS-24h
ADAMTS4,AFMID,-0.05579,LPS-24h
ADAMTS4,COX16,0.09531,LPS-24h
ADAMTS4,FDXACB1,0.23737,LPS-24h
ADAMTS4,KILLIN,0.2103,LPS-24h
ADAMTS4,LOC100134229,0.09324,LPS-24h
ADAMTS4,LOC641522,0.05215,LPS-24h
ADAMTS4,MCF2L2,0.24208,LPS-24h
ADAMTS4,TBCCD1,0.30522,LPS-24h
ADAMTS4,ZC3HAV1L,0.15832,LPS-24h
ADAMTS4,ZNF43,0.10177,LPS-24h
ADAMTS4,ZNF765,0.18982,LPS-24h
AFMID,AMFR,-0.08657,LPS-24h
AFMID,ANKRD30B,0.0101,LPS-24h
AFMID,BFAR,-0.08345,LPS-24h
AFMID,C19orf31,0.05099,LPS-24h
AFMID,CAPS2,0.10977,LPS-24h
AFMID,GSDM1,0.07619,LPS-24h
AFMID,HCG2P7,-0.04842,LPS-24h
AFMID,KCNH6,-0.08646,LPS-24h
AFMID,LIN52,-0.08741,LPS-24h
AFMID,LOC727773,-0.08314,LPS-24h
AFMID,LOC729439,0.05501,LPS-24h
AFMID,LYZ,0.5608,LPS-24h
AFMID,NDUFV3,0.20536,LPS-24h
AFMID,NOD1,0.03301,LPS-24h
AFMID,RAG1AP1,-0.07865,LPS-24h
AFMID,SNHG10,0.13991,LPS-24h
AFMID,SORL1,0.07793,LPS-24h
AFMID,SSSCA1,0.05671,LPS-24h
